sdk_va	sdk_names	verdict	repaired_va	method	confidence	changes_classification	classification_delta	evidence
006dde00	Graphics::cBufferDraw::UnlockAndDrawMaterial1Texture	repaired-contained	006ddde0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cBufferDraw::UnlockAndDrawMaterial1Texture; containing=006ddde0(off+32,tail-42,006ddde0..006dde2a,FUN_006ddde0); xrefs_to=0; bytes=0d2877600133c08981a80100008b1528; prologue=False padding=False; neighbors=006ddde0|006dde30
006ddf60	Graphics::cBufferDraw::UnlockVertexBuffer	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=Graphics::cBufferDraw::UnlockVertexBuffer; containing=006ddef0(off+112,tail-9,006ddef0..006ddf69,FUN_006ddef0); xrefs_to=0; bytes=6001c682b001000000c3cccccccccccc; prologue=False padding=False; neighbors=006ddef0|006ddf80
006e5590	Graphics::StandardShader::Load	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Graphics::StandardShader::Load; containing=NONE(No function found for 0x006e5590); xrefs_to=0; bytes=c37417a1d0896f018b1053508b82ac01; prologue=False padding=False; neighbors=006e54d0|006e56b0
006e5810	Graphics::StandardShader::Release	repaired-contained	006e57d0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::StandardShader::Release; containing=006e57d0(off+64,tail-84,006e57d0..006e5864,FUN_006e57d0); xrefs_to=0; bytes=44e86fb3af0068a0417a006890576e00; prologue=False padding=False; neighbors=006e57d0|006e5870
006e5c40	Graphics::StandardShader::Reset	repaired-contained	006e5bd0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::StandardShader::Reset; containing=006e5bd0(off+112,tail-133,006e5bd0..006e5cc5,FUN_006e5bd0); xrefs_to=0; bytes=83c10c83c20c3bc875e62bc78bc8b855; prologue=False padding=False; neighbors=006e5bd0|006e5cd0
006e5dc0	Graphics::StandardShader::Read	repaired-contained	006e5d50	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::StandardShader::Read; containing=006e5d50(off+112,tail-831,006e5d50..006e60ff,FUN_006e5d50); xrefs_to=0; bytes=56c784243c01000000000000e8ef4825; prologue=False padding=False; neighbors=006e5d50|006e6100
006e6560	UTFWin::RotateEffect::GetRotationAxis	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=UTFWin::RotateEffect::GetRotationAxis; containing=006e6500(off+96,tail-8,006e6500..006e6568,FUN_006e6500); xrefs_to=0; bytes=c4896f0100000000c3cccccccccccccc; prologue=False padding=False; neighbors=006e6500|006e6570
006e8850	UTFWin::Window::func19	repaired-contained	006e8810	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=UTFWin::Window::func19; containing=006e8810(off+64,tail-1308,006e8810..006e8d6c,FUN_006e8810); xrefs_to=0; bytes=008b8f5c030000558bac248c0000008b; prologue=False padding=False; neighbors=006e8810|006e8e40
006fd390	Graphics::ShaderBuilder::Release	repaired-contained	006fd330	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::ShaderBuilder::Release; containing=006fd330(off+96,tail-389,006fd330..006fd515,FUN_006fd330); xrefs_to=0; bytes=ee1f03f23bee734d8b4c24348d34ed00; prologue=False padding=False; neighbors=006fd330|006fd520
006fd660	Graphics::ShaderBuilder::Read	repaired-contained	006fd5d0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::ShaderBuilder::Read; containing=006fd5d0(off+144,tail-193,006fd5d0..006fd721,FUN_006fd5d0); xrefs_to=0; bytes=5103f3578bcee855f7ffff6a015657e8; prologue=False padding=False; neighbors=006fd5d0|006fd730
006fd860	Graphics::ShaderBuilder::Load	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Graphics::ShaderBuilder::Load; containing=NONE(No function found for 0x006fd860); xrefs_to=0; bytes=0fbe07506a0356e8c4feffff83c424f6; prologue=False padding=False; neighbors=006fd7b0|006fd990
006ffb10	Graphics::cFrustumCull::OffsetPlanes	repaired-contained	006ffaf0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cFrustumCull::OffsetPlanes; containing=006ffaf0(off+32,tail-182,006ffaf0..006ffbc6,FUN_006ffaf0); xrefs_to=0; bytes=8b50048b4008894424088b4424208954; prologue=False padding=False; neighbors=006ffaf0|006ffbd0
006ffe90	Graphics::cFrustumCull::UpdateFromProjectionMatrix	repaired-contained	006ffe00	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cFrustumCull::UpdateFromProjectionMatrix; containing=006ffe00(off+144,tail-655,006ffe00..0070011f,FUN_006ffe00); xrefs_to=0; bytes=f30f11730c0f57e8f30f112bf30f106c; prologue=False padding=False; neighbors=006ffe00|00700120
007001b0	Graphics::cFrustumCull::FrustumTestAABB	repaired-contained	00700120	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cFrustumCull::FrustumTestAABB; containing=00700120(off+144,tail-219,00700120..0070028b,FUN_00700120); xrefs_to=0; bytes=85b00000008d0c898b6ccb10f30f1064; prologue=False padding=False; neighbors=00700120|00700290
0070f010	Graphics::cMaterialManager::ReadShaderFragments	repaired-contained	0070efa0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Graphics::cMaterialManager::ReadShaderFragments; containing=0070efa0(off+112,tail-189,0070efa0..0070f0cd,FUN_0070efa0); xrefs_to=0; bytes=ffffff85c974078b018b5008ffd2b001; prologue=False padding=False; neighbors=0070efa0|0070f0d0
0074a990	Graphics::cModelWorld::UpdateWithLODMeshes	repaired-contained	0074a920	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cModelWorld::UpdateWithLODMeshes; containing=0074a920(off+112,tail-748,0074a920..0074ac7c,FUN_0074a920); xrefs_to=0; bytes=895c2414895c24188b5c242833ff8db5; prologue=False padding=False; neighbors=0074a920|0074ac80
0074b7d0	Graphics::IModelWorld::LoadModelProperties	repaired-contained	0074b760	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::IModelWorld::LoadModelProperties; containing=0074b760(off+112,tail-1478,0074b760..0074bd96,FUN_0074b760); xrefs_to=0; bytes=f30f114b08f30f11430cf30f114310f3; prologue=False padding=False; neighbors=0074b760|0074bda0
007515d0	Graphics::cModelWorld::FinishBackgroundLoad	repaired-contained	00751560	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::cModelWorld::FinishBackgroundLoad; containing=00751560(off+112,tail-1362,00751560..00751b22,FUN_00751560); xrefs_to=0; bytes=010000008b118b026a01ffd08b0e3bcb; prologue=False padding=False; neighbors=00751560|00751b30
007685a0	App::cPropManager::AddRef	repaired-contained	00768540	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cPropManager::AddRef; containing=00768540(off+96,tail-170,00768540..0076864a,FUN_00768540); xrefs_to=0; bytes=0685c974078b018b5004ffd28b86fc00; prologue=False padding=False; neighbors=00768540|00768650
007780c0	Graphics::RenderUtils::GetShaderDataSize	repaired-contained	00778060	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::RenderUtils::GetShaderDataSize; containing=00778060(off+96,tail-2316,00778060..007789cc,FUN_00778060); xrefs_to=0; bytes=2849100f28010fc6c1110f2849200fc6; prologue=False padding=False; neighbors=00778060|007789d0
007b87b0	App::cCameraManager::Release	repaired-contained	007b8780	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cCameraManager::Release; containing=007b8780(off+48,tail-51,007b8780..007b87e3,FUN_007b8780); xrefs_to=0; bytes=1002000000e866b126008d4e0cc64424; prologue=False padding=False; neighbors=007b8780|007b87f0
007c3cf0	App::cViewer::SetBackgroundColor	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::SetBackgroundColor; containing=007c3ce0(off+16,tail-6,007c3ce0..007c3cf6,App::cViewer::EndUpdate); xrefs_to=0; bytes=54010000c20800cccccccccccccccccc; prologue=False padding=False; neighbors=007c3ce0|007c3d00
007c3d20	App::cViewer::ClearScene	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::ClearScene; containing=007c3d00(off+32,tail-9,007c3d00..007c3d29,FUN_007c3d00); xrefs_to=0; bytes=0c898168010000c20400cccccccccccc; prologue=False padding=False; neighbors=007c3d00|007c3d30
007c3d60	App::cViewer::GetNearPlane	repaired-contained	007c3d30	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetNearPlane; containing=007c3d30(off+48,tail-53,007c3d30..007c3d95,FUN_007c3d30); xrefs_to=0; bytes=50088b44240c85c074118b512089108b; prologue=False padding=False; neighbors=007c3d30|007c3da0
007c3d70	App::cViewer::GetFarPlane	repaired-contained	007c3d30	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetFarPlane; containing=007c3d30(off+64,tail-37,007c3d30..007c3d95,FUN_007c3d30); xrefs_to=0; bytes=51248950048b51288950088b44241085; prologue=False padding=False; neighbors=007c3d30|007c3da0
007c3db0	App::cViewer::SetRenderType	repaired-contained	007c3da0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::SetRenderType; containing=007c3da0(off+16,tail-47,007c3da0..007c3ddf,FUN_007c3da0); xrefs_to=0; bytes=088950088b511089500c8b5114895010; prologue=False padding=False; neighbors=007c3da0|007c3de0
007c3dd0	App::cViewer::SetCameraMaterialLODs	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::SetCameraMaterialLODs; containing=007c3da0(off+48,tail-15,007c3da0..007c3ddf,FUN_007c3da0); xrefs_to=0; bytes=108b51048950048b4908894808c20400; prologue=False padding=False; neighbors=007c3da0|007c3de0
007c41c0	App::cViewer::GetViewTransform	repaired-contained	007c4180	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetViewTransform; containing=007c4180(off+64,tail-212,007c4180..007c4294,FUN_007c4180); xrefs_to=0; bytes=1091c00000008b442404f30f59d0f30f; prologue=False padding=False; neighbors=007c4180|007c42a0
007c45b0	App::cViewer::GetCameraMaterialLODs	repaired-contained	007c4510	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetCameraMaterialLODs; containing=007c4510(off+160,tail-319,007c4510..007c46ef,FUN_007c4510); xrefs_to=0; bytes=115c2418f30f10991c010000f30f59d9; prologue=False padding=False; neighbors=007c4510|007c46f0
007c4800	App::cViewer::GetCameraToPoint	repaired-contained	007c4730	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetCameraToPoint; containing=007c4730(off+208,tail-251,007c4730..007c48fb,FUN_007c4730); xrefs_to=0; bytes=0f58d3f30f109918010000f30f589134; prologue=False padding=False; neighbors=007c4730|007c4900
007c49d0	App::cViewer::GetCameraToMouse	repaired-contained	007c4940	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::GetCameraToMouse; containing=007c4940(off+144,tail-132,007c4940..007c4a54,FUN_007c4940); xrefs_to=0; bytes=980000008b93ac0000008b4c24188993; prologue=False padding=False; neighbors=007c4940|007c4a60
007c4b30	App::cViewer::SetViewport	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::SetViewport; containing=007c4b00(off+48,tail-16,007c4b00..007c4b40,FUN_007c4b00); xrefs_to=0; bytes=0f115864f30f114068e802feffffc208; prologue=False padding=False; neighbors=007c4b00|007c4b50
007c4bd0	App::cViewer::SetViewWindow	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::SetViewWindow; containing=007c4bc0(off+16,tail-8,007c4bc0..007c4bd8,FUN_007c4bc0); xrefs_to=0; bytes=74e86afdffffc20400cccccccccccccc; prologue=False padding=False; neighbors=007c4bc0|007c4be0
007c4c20	App::cViewer::SetAspectRatio	repaired-contained	007c4be0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::SetAspectRatio; containing=007c4be0(off+64,tail-29,007c4be0..007c4c3d,FUN_007c4be0); xrefs_to=0; bytes=4e04518b0e518bc8ffd28d442408508b; prologue=False padding=False; neighbors=007c4be0|007c4c40
007c4c70	App::cViewer::SetNearPlane	repaired-contained	007c4c40	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::SetNearPlane; containing=007c4c40(off+48,tail-138,007c4c40..007c4cfa,FUN_007c4c40); xrefs_to=0; bytes=04f30f104820f30f105010f30f105830; prologue=False padding=False; neighbors=007c4c40|007c4d00
007c4c90	App::cViewer::SetFarPlane	repaired-contained	007c4c40	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::SetFarPlane; containing=007c4c40(off+80,tail-106,007c4c40..007c4cfa,FUN_007c4c40); xrefs_to=0; bytes=ca0f14c6f30f1070240f14fdf30f1068; prologue=False padding=False; neighbors=007c4c40|007c4d00
007c4ea0	App::cViewer::Initialize	repaired-contained	007c4dd0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cViewer::Initialize; containing=007c4dd0(off+208,tail-265,007c4dd0..007c4fa9,App::cViewer::SetViewTransform); xrefs_to=0; bytes=14d50f28e80f14f4f30f11888c000000; prologue=False padding=False; neighbors=007c4dd0|007c4fd0
007c5080	App::cViewer::BeginUpdate	repaired-contained	007c4fd0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cViewer::BeginUpdate; containing=007c4fd0(off+176,tail-44,007c4fd0..007c50ac,FUN_007c4fd0); xrefs_to=0; bytes=048b86580100008a8e540100008b5424; prologue=False padding=False; neighbors=007c4fd0|007c50b0
007c5480	App::cViewer::SetPerspectiveProjection	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cViewer::SetPerspectiveProjection; containing=007c5440(off+64,tail-13,007c5440..007c548d,FUN_007c5440); xrefs_to=0; bytes=64f30f114068e8b5f4ffffc20800cccc; prologue=False padding=False; neighbors=007c5440|007c5490
007c61b0	App::cCameraManager::SetActiveCameraByKey	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cCameraManager::SetActiveCameraByKey; containing=007c61a0(off+16,tail-6,007c61a0..007c61b6,App::cCameraManager::SetViewer); xrefs_to=0; bytes=8b0481c333c0c3cccccccccccccccccc; prologue=False padding=False; neighbors=007c61a0|007c6200
007c61f0	App::cCameraManager::GetActiveCameraID	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cCameraManager::GetActiveCameraID; containing=NONE(No function found for 0x007c61f0); xrefs_to=0; bytes=008b0481c2040033c0c20400cccccccc; prologue=False padding=False; neighbors=007c61a0|007c6200
007c6240	App::cCameraManager::GetActiveCamera	repaired-contained	007c6200	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cCameraManager::GetActiveCamera; containing=007c6200(off+64,tail-209,007c6200..007c6311,FUN_007c6200); xrefs_to=0; bytes=f60f84b50000008b168b421c682a39ed; prologue=False padding=False; neighbors=007c6200|007c64c0
007c6260	App::cCameraManager::GetCamerasCount	repaired-contained	007c6200	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cCameraManager::GetCamerasCount; containing=007c6200(off+96,tail-177,007c6200..007c6311,FUN_007c6200); xrefs_to=0; bytes=39ed008bceffd00fb748126683f93474; prologue=False padding=False; neighbors=007c6200|007c64c0
007c6270	App::cCameraManager::GetCameraAt	repaired-contained	007c6200	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cCameraManager::GetCameraAt; containing=007c6200(off+112,tail-161,007c6200..007c6311,FUN_007c6200); xrefs_to=0; bytes=0d6683f9107407e89453efffeb15f640; prologue=False padding=False; neighbors=007c6200|007c64c0
007c6440	App::cCameraManager::Update	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cCameraManager::Update; containing=NONE(No function found for 0x007c6440); xrefs_to=0; bytes=96800000008b8ea80000008b0c8a8b01; prologue=False padding=False; neighbors=007c6200|007c64c0
007c6520	App::cCameraManager::GetCameraIDAt	repaired-contained	007c64e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cCameraManager::GetCameraIDAt; containing=007c64e0(off+64,tail-122,007c64e0..007c659a,FUN_007c64e0); xrefs_to=0; bytes=fe043bf7897c2424897c242c7e28558b; prologue=False padding=False; neighbors=007c64e0|007c65a0
007c6580	App::cCameraManager::GetCameraID	repaired-contained	007c64e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cCameraManager::GetCameraID; containing=007c64e0(off+160,tail-26,007c64e0..007c659a,FUN_007c64e0); xrefs_to=0; bytes=780083c4048b4c241c5f8bc65e5b6489; prologue=False padding=False; neighbors=007c64e0|007c65a0
007c67a0	App::cCameraManager::GetCamera	repaired-contained	007c6750	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P0|CONFIRMED	sdk=App::cCameraManager::GetCamera; containing=007c6750(off+80,tail-990,007c6750..007c6b7e,App::cCameraManager::SetActiveCameraByID); xrefs_to=0; bytes=8b8994000000c1e0048b140803c13b50; prologue=False padding=False; neighbors=007c6750|007c6b80
007c6c20	App::cCameraManager::ParseCameras	repaired-contained	007c6b80	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cCameraManager::ParseCameras; containing=007c6b80(off+160,tail-388,007c6b80..007c6da4,FUN_007c6b80); xrefs_to=0; bytes=2428528b14b9528bceffd084c00f841e; prologue=False padding=False; neighbors=007c6b80|007c6e50
007c6f30	App::cCameraManager::AddCameraType	repaired-contained	007c6eb0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cCameraManager::AddCameraType; containing=007c6eb0(off+128,tail-276,007c6eb0..007c7044,FUN_007c6eb0); xrefs_to=0; bytes=3bc57427c7400484b33e01c7400894f0; prologue=False padding=False; neighbors=007c6eb0|007c7050
007c6f50	App::cCameraManager::RemoveCameras	repaired-contained	007c6eb0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cCameraManager::RemoveCameras; containing=007c6eb0(off+160,tail-244,007c6eb0..007c7044,FUN_007c6eb0); xrefs_to=0; bytes=4101c74008ac054101eb0233c0894424; prologue=False padding=False; neighbors=007c6eb0|007c7050
007c7150	App::cCameraManager::Initialize	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cCameraManager::Initialize; containing=NONE(No function found for 0x007c7150); xrefs_to=0; bytes=e84b02780083c4185f3bc37427c74004; prologue=False padding=False; neighbors=007c7050|007c7470
007c7310	App::cCameraManager::PutCamera	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cCameraManager::PutCamera; containing=NONE(No function found for 0x007c7310); xrefs_to=0; bytes=740c8b168b028bceffd08b4424308930; prologue=False padding=False; neighbors=007c7050|007c7470
007d8120	App::cGameModeManager::Initialize	repaired-contained	007d8060	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cGameModeManager::Initialize; containing=007d8060(off+192,tail-85,007d8060..007d8175,FUN_007d8060); xrefs_to=0; bytes=8bc88b422056ffd0e8935beaff8b1068; prologue=False padding=False; neighbors=007d8060|007d8230
007d8240	App::cGameModeManager::HandleMessage	repaired-contained	007d8230	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cGameModeManager::HandleMessage; containing=007d8230(off+16,tail-47,007d8230..007d826f,FUN_007d8230); xrefs_to=0; bytes=c1fa028bc2c1e81f03c285c07e1e5357; prologue=False padding=False; neighbors=007d8230|007d8360
007d82b0	App::cGameModeManager::func14h	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::func14h; containing=NONE(No function found for 0x007d82b0); xrefs_to=0; bytes=c204008d04768b04c15f5ec20400cccc; prologue=False padding=False; neighbors=007d8230|007d8360
007d82f0	App::cGameModeManager::InitializeModes	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::InitializeModes; containing=NONE(No function found for 0x007d82f0); xrefs_to=0; bytes=5ec3cccccccccccccccccccccccccccc; prologue=False padding=False; neighbors=007d8230|007d8360
007d8330	App::cGameModeManager::GetGameMode	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::GetGameMode; containing=NONE(No function found for 0x007d8330); xrefs_to=0; bytes=c05ec3cccccccccccccccccccccccccc; prologue=False padding=False; neighbors=007d8230|007d8360
007d8380	App::cGameModeManager::GetActiveMode	repaired-contained	007d8360	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cGameModeManager::GetActiveMode; containing=007d8360(off+32,tail-78,007d8360..007d83ce,FUN_007d8360); xrefs_to=0; bytes=f67e3033ed8b43148b4c28083b4c280c; prologue=False padding=False; neighbors=007d8360|007d83d0
007d83c0	App::cGameModeManager::GetActiveModeID	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cGameModeManager::GetActiveModeID; containing=007d8360(off+96,tail-14,007d8360..007d83ce,FUN_007d8360); xrefs_to=0; bytes=40578bcbffd25f5e5db0015bc20400cc; prologue=False padding=False; neighbors=007d8360|007d83d0
007d8400	App::cGameModeManager::GetModeCount	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=App::cGameModeManager::GetModeCount; containing=007d83d0(off+48,tail-6,007d83d0..007d8406,FUN_007d83d0); xrefs_to=0; bytes=0033c05ec20400cccccccccccccccccc; prologue=False padding=False; neighbors=007d83d0|007d8410
007d8420	App::cGameModeManager::SetActiveModeByName	repaired-contained	007d8410	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=App::cGameModeManager::SetActiveModeByName; containing=007d8410(off+16,tail-39,007d8410..007d8447,FUN_007d8410); xrefs_to=0; bytes=abaaaa2af7eac1fa028bc2c1e81f03c2; prologue=False padding=False; neighbors=007d8410|007d8580
007d8490	App::cGameModeManager::GetGameModeAt	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::GetGameModeAt; containing=NONE(No function found for 0x007d8490); xrefs_to=0; bytes=db3bcb0f8cc80000008b57182b5714b8; prologue=False padding=False; neighbors=007d8410|007d8580
007d84d0	App::cGameModeManager::GetModeIDAt	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::GetModeIDAt; containing=NONE(No function found for 0x007d84d0); xrefs_to=0; bytes=3bf37472895c243cc744240c0cb93e01; prologue=False padding=False; neighbors=007d8410|007d8580
007d8510	App::cGameModeManager::SetViewer	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::SetViewer; containing=NONE(No function found for 0x007d8510); xrefs_to=0; bytes=894c242468e7d312028bce895c2460ff; prologue=False padding=False; neighbors=007d8410|007d8580
007d8530	App::cGameModeManager::ClearActiveMode	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::ClearActiveMode; containing=NONE(No function found for 0x007d8530); xrefs_to=0; bytes=028bceffd28d4c240cc7442454ffffff; prologue=False padding=False; neighbors=007d8410|007d8580
007d8cf0	App::cGameModeManager::SetActiveMode	repaired-contained	007d8cc0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cGameModeManager::SetActiveMode; containing=007d8cc0(off+48,tail-39,007d8cc0..007d8d17,FUN_007d8cc0); xrefs_to=0; bytes=faffff8b3685f6740f837efc00740956; prologue=False padding=False; neighbors=007d8cc0|007d8d40
007d90b0	App::cGameModeManager::RemoveGameMode	repaired-contained	007d90a0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::cGameModeManager::RemoveGameMode; containing=007d90a0(off+16,tail-97,007d90a0..007d9111,FUN_007d90a0); xrefs_to=0; bytes=25000000008b410483ec083b41087336; prologue=False padding=False; neighbors=007d90a0|007d9380
007d91e0	App::cGameModeManager::Dispose	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::Dispose; containing=NONE(No function found for 0x007d91e0); xrefs_to=0; bytes=eb0175ec8b1e8b7e04535757e88ff7ff; prologue=False padding=False; neighbors=007d90a0|007d9380
007d9320	App::cGameModeManager::AddGameMode	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=App::cGameModeManager::AddGameMode; containing=NONE(No function found for 0x007d9320); xrefs_to=0; bytes=5ce0760083c4048b4c240885c974078b; prologue=False padding=False; neighbors=007d90a0|007d9380
