sdk_va	sdk_names	verdict	repaired_va	method	confidence	changes_classification	classification_delta	evidence
0093a250	Clock::Pause	repaired-contained	0093a1a0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Clock::Pause; containing=0093a1a0(off+176,tail-104,0093a1a0..0093a2b8,FUN_0093a1a0); xrefs_to=0; bytes=f9d9591483c408c20400f30f10055899; prologue=False padding=False; neighbors=0093a1a0|0093a2e0
0093a310	Clock::GetElapsedTicks	repaired-contained	0093a2e0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Clock::GetElapsedTicks; containing=0093a2e0(off+48,tail-101,0093a2e0..0093a375,FUN_0093a2e0); xrefs_to=0; bytes=ff15b8c23c018b4424048b5424082b06; prologue=False padding=False; neighbors=0093a2e0|0093a380
0093a550	Clock::GetElapsedTime	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=Clock::GetElapsedTime; containing=0093a510(off+64,tail-12,0093a510..0093a55c,FUN_0093a510); xrefs_to=0; bytes=8b4424088b54240c5e8be55dc3cccccc; prologue=False padding=False; neighbors=0093a510|0093a560
0093a630	IO::ReadUInt8	repaired-contained	0093a610	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::ReadUInt8; containing=0093a610(off+32,tail-129,0093a610..0093a6b1,FUN_0093a610); xrefs_to=0; bytes=e8eb0d8bac241c0800003be876028be8; prologue=False padding=False; neighbors=0093a610|0093a6c0
0093a670	IO::ReadUInt16	repaired-contained	0093a610	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::ReadUInt16; containing=0093a610(off+96,tail-65,0093a610..0093a6b1,FUN_0093a610); xrefs_to=0; bytes=83feff742f8b8c24180800008b018b40; prologue=False padding=False; neighbors=0093a610|0093a6c0
0093a6f0	IO::ReadInt32	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::ReadInt32; containing=0093a6c0(off+48,tail-1,0093a6c0..0093a6f1,FUN_0093a6c0); xrefs_to=0; bytes=5ec3cccccccccccccccccccccccccccc; prologue=False padding=False; neighbors=0093a6c0|0093a700
0093a770	IO::ReadResourceID	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::ReadResourceID; containing=0093a700(off+112,tail-5,0093a700..0093a775,FUN_0093a700); xrefs_to=0; bytes=145f5e5d5bc3cccccccccccccccccccc; prologue=False padding=False; neighbors=0093a700|0093a780
0093a820	IO::ReadLine	repaired-contained	0093a800	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::ReadLine; containing=0093a800(off+32,tail-98,0093a800..0093a882,FUN_0093a800); xrefs_to=0; bytes=740432c05bc38b038b503055568b7424; prologue=False padding=False; neighbors=0093a800|0093a890
0093a910	IO::WriteUInt8	repaired-contained	0093a8b0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::WriteUInt8; containing=0093a8b0(off+96,tail-47,0093a8b0..0093a93f,FUN_0093a8b0); xrefs_to=0; bytes=4085ff740c8b442424483be87303880f; prologue=False padding=False; neighbors=0093a8b0|0093a940
0093a9e0	IO::WriteInt32	repaired-contained	0093a9d0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::WriteInt32; containing=0093a9d0(off+16,tail-137,0093a9d0..0093aa69,FUN_0093a9d0); xrefs_to=0; bytes=068b50108bceffd28b068b50148bceff; prologue=False padding=False; neighbors=0093a9d0|0093aa70
0093aa80	IO::WriteResourceID	repaired-contained	0093aa70	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::WriteResourceID; containing=0093aa70(off+16,tail-131,0093aa70..0093ab03,FUN_0093aa70); xrefs_to=0; bytes=068b50108bceffd28b068b50148bceff; prologue=False padding=False; neighbors=0093aa70|0093ab10
0093abf0	IO::ReadBool8	repaired-contained	0093abd0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::ReadBool8; containing=0093abd0(off+32,tail-135,0093abd0..0093ac77,FUN_0093abd0); xrefs_to=0; bytes=b00183feff751033f6803f008bcf741a; prologue=False padding=False; neighbors=0093abd0|0093ac80
0093ada0	IO::StreamBuffer::GetType	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::StreamBuffer::GetType; containing=0093acd0(off+208,tail-5,0093acd0..0093ada5,FUN_0093acd0); xrefs_to=0; bytes=5f83c8ff5ec3cccccccccccccccccccc; prologue=False padding=False; neighbors=0093acd0|0093adb0
0093add0	IO::StreamBuffer::GetState	repaired-contained	0093adb0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::GetState; containing=0093adb0(off+32,tail-85,0093adb0..0093ae25,IO::StreamBuffer::GetAccessFlags); xrefs_to=0; bytes=d285c074055f32c05dc3538b5c241456; prologue=False padding=False; neighbors=0093adb0|0093ae60
0093adf0	IO::StreamBuffer::GetSize	repaired-contained	0093adb0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::GetSize; containing=0093adb0(off+64,tail-53,0093adb0..0093ae25,IO::StreamBuffer::GetAccessFlags); xrefs_to=0; bytes=7407404680380075f9556a018d442428; prologue=False padding=False; neighbors=0093adb0|0093ae60
0093ae20	IO::StreamBuffer::GetPosition	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::StreamBuffer::GetPosition; containing=0093adb0(off+112,tail-5,0093adb0..0093ae25,IO::StreamBuffer::GetAccessFlags); xrefs_to=0; bytes=d05e5b5f5dc3cccccccccccccccccccc; prologue=False padding=False; neighbors=0093adb0|0093ae60
0093aed0	IO::StreamBuffer::SetBufferSizes	repaired-contained	0093aeb0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::SetBufferSizes; containing=0093aeb0(off+32,tail-28,0093aeb0..0093aeec,FUN_0093aeb0); xrefs_to=0; bytes=501cffd28b4e0c2bc88bc15ec204008b; prologue=False padding=False; neighbors=0093aeb0|0093aef0
0093b010	IO::StreamBuffer::SetPosition	repaired-contained	0093afc0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::SetPosition; containing=0093afc0(off+80,tail-59,0093afc0..0093b04b,IO::StreamBuffer::SetSize); xrefs_to=0; bytes=5f248b0d448b6c016a0085db750c5353; prologue=False padding=False; neighbors=0093afc0|0093b050
0093b0b0	IO::StreamBuffer::Read	repaired-contained	0093b0a0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::Read; containing=0093b0a0(off+16,tail-143,0093b0a0..0093b13f,FUN_0093b0a0); xrefs_to=0; bytes=8b4424105783f80175098b7c2410037e; prologue=False padding=False; neighbors=0093b0a0|0093b310
0093b270	IO::StreamBuffer::Flush	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamBuffer::Flush; containing=NONE(No function found for 0x0093b270); xrefs_to=0; bytes=2bc55d5f5e59c208008b4424105550ff; prologue=False padding=False; neighbors=0093b0a0|0093b310
0093b280	IO::StreamBuffer::FillWriteBuffer	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamBuffer::FillWriteBuffer; containing=NONE(No function found for 0x0093b280); xrefs_to=0; bytes=d283f8ff740801461001460c2be88b44; prologue=False padding=False; neighbors=0093b0a0|0093b310
0093b330	IO::StreamBuffer::SetStream	repaired-contained	0093b310	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::StreamBuffer::SetStream; containing=0093b310(off+32,tail-131,0093b310..0093b3b3,FUN_0093b310); xrefs_to=0; bytes=2c8d14283b562877208b4c24148b5624; prologue=False padding=False; neighbors=0093b310|0093b3c0
0093b400	IO::StreamBuffer::Write	repaired-contained	0093b3c0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamBuffer::Write; containing=0093b3c0(off+64,tail-73,0093b3c0..0093b449,IO::StreamBuffer::Close); xrefs_to=0; bytes=cfffd28b078b50108bcfffd285c07412; prologue=False padding=False; neighbors=0093b3c0|0093b450
0093b640	IO::StreamChild::GetState	repaired-contained	0093b630	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamChild::GetState; containing=0093b630(off+16,tail-86,0093b630..0093b696,UTFWin::ImageDrawable::GetImageDrawableFlags); xrefs_to=0; bytes=ff744c8b078b50108bcfffd2a801743f; prologue=False padding=False; neighbors=0093b630|0093b6c0
0093b660	IO::StreamChild::GetPosition	repaired-contained	0093b630	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamChild::GetPosition; containing=0093b630(off+48,tail-54,0093b630..0093b696,UTFWin::ImageDrawable::GetImageDrawableFlags); xrefs_to=0; bytes=188d1c113bc873273bd877233bd9721f; prologue=False padding=False; neighbors=0093b630|0093b6c0
0093b670	IO::StreamChild::SetPosition	repaired-contained	0093b630	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamChild::SetPosition; containing=0093b630(off+64,tail-38,0093b630..0093b696,UTFWin::ImageDrawable::GetImageDrawableFlags); xrefs_to=0; bytes=897e0c5fc7460801000000894e10c746; prologue=False padding=False; neighbors=0093b630|0093b6c0
0093b840	IO::FixedMemoryStream::GetType	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::FixedMemoryStream::GetType; containing=0093b820(off+32,tail-15,0093b820..0093b84f,IO::MemoryStream::Release); xrefs_to=0; bytes=0100008bb4241c0100008d9b00000000; prologue=False padding=False; neighbors=0093b820|0093b850
0093b870	IO::FixedMemoryStream::SetSize	repaired-contained	0093b850	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FixedMemoryStream::SetSize; containing=0093b850(off+32,tail-56,0093b850..0093b8a8,IO::FixedMemoryStream::SetData); xrefs_to=0; bytes=3883c4182bf88d34468b442410508d4c; prologue=False padding=False; neighbors=0093b850|0093b8e0
0093b890	IO::MemoryStream::GetPosition	repaired-contained	0093b850	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::GetPosition; containing=0093b850(off+64,tail-24,0093b850..0093b8a8,IO::FixedMemoryStream::SetData); xrefs_to=0; bytes=5e5db0015b81c404010000c35f5e5d32; prologue=False padding=False; neighbors=0093b850|0093b8e0
0093b8c0	IO::FixedMemoryStream::SetPosition	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::FixedMemoryStream::SetPosition; containing=NONE(No function found for 0x0093b8c0); xrefs_to=0; bytes=106a01ffd233c0c3cccccccccccccccc; prologue=False padding=False; neighbors=0093b850|0093b8e0
0093b910	IO::FixedMemoryStream::Read	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::FixedMemoryStream::Read; containing=NONE(No function found for 0x0093b910); xrefs_to=0; bytes=03894114b001c2040032c0c20400cccc; prologue=False padding=False; neighbors=0093b8e0|0093b920
0093b9f0	IO::MemoryStream::GetType	repaired-contained	0093b9e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::GetType; containing=0093b9e0(off+16,tail-67,0093b9e0..0093ba33,FUN_0093b9e0); xrefs_to=0; bytes=0c18578bfb3b4e1076078b7e0c2bf8eb; prologue=False padding=False; neighbors=0093b9e0|0093ba40
0093ba00	IO::MemoryStream::GetAccessFlags	repaired-contained	0093b9e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::GetAccessFlags; containing=0093b9e0(off+32,tail-51,0093b9e0..0093ba33,FUN_0093b9e0); xrefs_to=0; bytes=08394e0c7303894e0c8b4c24108b5604; prologue=False padding=False; neighbors=0093b9e0|0093ba40
0093ba10	IO::MemoryStream::GetAvailable	repaired-contained	0093b9e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::GetAvailable; containing=0093b9e0(off+48,tail-35,0093b9e0..0093ba33,FUN_0093b9e0); xrefs_to=0; bytes=575103d052e82a4d8a00017e1483c40c; prologue=False padding=False; neighbors=0093b9e0|0093ba40
0093ba20	IO::MemoryStream::GetOption	repaired-contained	0093b9e0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::GetOption; containing=0093b9e0(off+64,tail-19,0093b9e0..0093ba33,FUN_0093b9e0); xrefs_to=0; bytes=33c03bfb5f5e0f94c05bc208005eb001; prologue=False padding=False; neighbors=0093b9e0|0093ba40
0093bb60	IO::MemoryStream::Read	repaired-contained	0093bb40	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::MemoryStream::Read; containing=0093bb40(off+32,tail-121,0093bb40..0093bbd9,FUN_0093bb40); xrefs_to=0; bytes=48019ff6c4447b0bb801000000884118; prologue=False padding=False; neighbors=0093bb40|0093bc40
0093bda0	IO::MemoryStream::SetDataRaw	repaired-contained	0093bd90	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::MemoryStream::SetDataRaw; containing=0093bd90(off+16,tail-56,0093bd90..0093bdd8,FUN_0093bd90); xrefs_to=0; bytes=70eb430174108b4e0c8b018b56108b40; prologue=False padding=False; neighbors=0093bd90|0093bde0
0093bee0	IO::MemoryStream::SetData	repaired-contained	0093be30	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::MemoryStream::SetData; containing=0093be30(off+176,tail-143,0093be30..0093bf6f,FUN_0093be30); xrefs_to=0; bytes=241c6a00566a18e8f4a0feff83c40c85; prologue=False padding=False; neighbors=0093be30|0093bf70
0093c030	IO::MemoryStream::SetPosition	repaired-contained	0093c000	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::MemoryStream::SetPosition; containing=0093c000(off+48,tail-136,0093c000..0093c0b8,FUN_0093c000); xrefs_to=0; bytes=c0741f6a0056538bc8e8b2fcffff8bf0; prologue=False padding=False; neighbors=0093c000|0093c0c0
0093c290	IO::MemoryStream::Close	repaired-contained	0093c270	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::MemoryStream::Close; containing=0093c270(off+32,tail-46,0093c270..0093c2be,FUN_0093c270); xrefs_to=0; bytes=894610894614884618884619f30f1146; prologue=False padding=False; neighbors=0093c270|0093c2c0
0093c2e0	IO::MemoryStream::SetSize	repaired-contained	0093c2c0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::MemoryStream::SetSize; containing=0093c2c0(off+32,tail-61,0093c2c0..0093c31d,FUN_0093c2c0); xrefs_to=0; bytes=894610894614884618884619f30f1146; prologue=False padding=False; neighbors=0093c2c0|0093c370
0093c340	IO::StreamNull::GetType	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamNull::GetType; containing=NONE(No function found for 0x0093c340); xrefs_to=0; bytes=7513ba0100000087103bcf74088b018b; prologue=False padding=False; neighbors=0093c2c0|0093c370
0093c350	IO::StreamNull::AddRef	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamNull::AddRef; containing=NONE(No function found for 0x0093c350); xrefs_to=0; bytes=106a01ffd2897e04897e10897e0c897e; prologue=False padding=False; neighbors=0093c2c0|0093c370
0093c360	IO::StreamChild::Release;IO::StreamNull::Release	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamChild::Release;IO::StreamNull::Release; containing=NONE(No function found for 0x0093c360); xrefs_to=0; bytes=145fb0015e59c3cccccccccccccccccc; prologue=False padding=False; neighbors=0093c2c0|0093c370
0093c380	IO::StreamNull::GetAvailable	repaired-contained	0093c370	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamNull::GetAvailable; containing=0093c370(off+16,tail-65,0093c370..0093c3c1,FUN_0093c370); xrefs_to=0; bytes=4e0c578b7c240cb0013bf97430807e18; prologue=False padding=False; neighbors=0093c370|0093c3e0
0093c390	IO::StreamNull::Read	repaired-contained	0093c370	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::StreamNull::Read; containing=0093c370(off+32,tail-49,0093c370..0093c3c1,FUN_0093c370); xrefs_to=0; bytes=0074283bf97310897e0c397e14761e89; prologue=False padding=False; neighbors=0093c370|0093c3e0
0093daf0	App::Property::Clear	repaired-contained	0093d740	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::Property::Clear; containing=0093d740(off+944,tail-129,0093d740..0093db71,FUN_0093d740); xrefs_to=0; bytes=012bf3d1fef7de03f683c40c0177048b; prologue=False padding=False; neighbors=0093d740|0093db80
0093dcf0	App::Property::Set	repaired-contained	0093dcc0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::Property::Set; containing=0093dcc0(off+48,tail-128,0093dcc0..0093dd70,FUN_0093dcc0); xrefs_to=0; bytes=6a0053e8462a8a00c7041fffffffff33; prologue=False padding=False; neighbors=0093dcc0|0093dd80
00950e00	UTFWin::VariableWidthDrawable::UseCollision	repaired-contained	00950bb0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=UTFWin::VariableWidthDrawable::UseCollision; containing=00950bb0(off+592,tail-37,00950bb0..00950e25,FUN_00950bb0); xrefs_to=0; bytes=188b078b5068518bcfffd25f32c05ec2; prologue=False padding=False; neighbors=00950bb0|00950ea0
00950e50	UTFWin::InteractiveWinProc::HandleUIMessage	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=UTFWin::InteractiveWinProc::HandleUIMessage; containing=NONE(No function found for 0x00950e50); xrefs_to=0; bytes=090d95001f0d9500f30d9500f30d9500; prologue=False padding=False; neighbors=00950bb0|00950ea0
00951190	UTFWin::VariableWidthDrawable::GetDimensions	repaired-contained	00950ef0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=UTFWin::VariableWidthDrawable::GetDimensions; containing=00950ef0(off+672,tail-26,00950ef0..009511aa,FUN_00950ef0); xrefs_to=0; bytes=0081fa0110000075ca8b118b4424088b; prologue=False padding=False; neighbors=00950ef0|00951220
